ID_PAPER;ID_KO;ID_SECTOR;AUTHOR;TITLE;YEAR;SOURCE_TITLE;LINK;ABSTRACT;DOI;AUTHOR_KEYWORD;FK_INDEX KEYWORD;SOURCE;DOCUMENT_TYPE
120030;46;31;Sarfraz M.;Computer-Aided Intelligent Recognition Techniques and Applications;2005;Computer-Aided Intelligent Recognition Techniques and Applications;10.1002/0470094168;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889970811&doi=10.1002%2f0470094168&partnerID=40&md5=8b8ea4006f2943df506fe45ac46cca86;Intelligent recognition methods have recently proven to be indispensable in a variety of modern industries, including computer vision, robotics, medical imaging, visualization and the media. Furthermore, they play a critical role in the traditional fields such as character recognition, natural language processing and personal identification. This cutting-edge book draws together the latest findings of industry experts and researchers from around the globe. It is a timely guide for all those require comprehensive, state-of-the-art advice on the present status and future potential of intelligent recognition technology. Computer-Aided Intelligent Recognition Techniques and Applications: Provides the user community with systems and tools for application in a very wide range of areas, including: IT, education, security, banking, police, postal services, manufacturing, mining, medicine, multimedia, entertainment, communications, data visualization, knowledge extraction, pattern classification and virtual reality. Disseminates information in a plethora of disciplines, for example pattern recognition, AI, image processing, computer vision and graphics, neural networks, cryptography, fuzzy logic, databases, evolutionary algorithms, shape and numerical analysis. Illustrates all theory with real-world examples and case studies. This valuable resource is essential reading for computer scientists, engineers, and consultants requiring up-to-date comprehensive guidance on the latest developments in computer-aided intelligent recognition techniques and applications. Its detailed, practical approach will be of interest to senior undergraduate and graduate students as well as researchers and industry experts in the field of intelligent recognition. © 2005 John Wiley & Sons, Ltd.;;;Book;Scopus
120031;47;31;;;;;;;;;;;
120032;48;31;;;;;;;;;;;
120033;50;31;Michalas A., Kiss T.;Charlie and the CryptoFactory: Towards Secure and Trusted Manufacturing Environments;2020;20th IEEE Mediterranean Electrotechnical Conference, MELECON 2020 - Proceedings;10.1109/MELECON48756.2020.9140712;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089274465&doi=10.1109%2fMELECON48756.2020.9140712&partnerID=40&md5=a040c46b2f88cb9578c966cd0ce04a4d;The modernization that stems from Industry 4.0 started populating the manufacturing sector with networked devices, complex sensors, and a significant proportion of physical actuation components. However, new capabilities in networked cyber-physical systems demand more complex infrastructure and algorithms and often lead to new security flaws and operational risks that increase the attack surface area exponentially. The interconnected nature of Industry 4.0-driven operations and the pace of digital transformation mean that cyberattacks can have far more extensive effects than ever before. Based on that, the core ideas of this paper are driven by the observation that cybersecurity is one of the key enablers of Industry 4.0. Having this in mind, we propose CryptoFactory - a forward-looking design of a layered-based architecture that can be used as a starting point for building secure and privacy-preserving smart factories. CryptoFactory aims to change the security outlook in smart manufacturing by discussing a set of fundamental requirements and functionality that modern factories should support in order to be resistant to both internal and external attacks. To this end, CryptoFactory first focuses on how to build trust relationships between the hardware devices in the factory. Then, we look on how to use several cryptographic approaches to allow IoT devices to securely collect, store and share their data while we also touch upon the emerging topic of secure and privacy-preserving communication and collaboration between manufacturing environments and value chains. Finally, we look into the problem of how to perform privacy-preserving analytics by leveraging Trusted Execution Environments and the promising concept of Functional Encryption. © 2020 IEEE.;"Industry 4.0; Privacy; Security; Smart Factories";"Cryptography; Embedded systems; Historic preservation; Industry 4.0; Communication and collaborations; Complex infrastructures; Digital transformation; Functional encryptions; Manufacturing environments; Networked cyber-physical systems; Requirements and functionalities; Trusted execution environments; Data privacy";Conference Paper;Scopus
120034;50;31;Gao Y., Su Y., Xu L., Ranasinghe D.C.;Lightweight (Reverse) Fuzzy Extractor with Multiple Reference PUF Responses;2019;IEEE Transactions on Information Forensics and Security;10.1109/TIFS.2018.2886624;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058661714&doi=10.1109%2fTIFS.2018.2886624&partnerID=40&md5=4074312a4f7bf7c4ca1e0a8bcc6130c0;A physical unclonable function (PUF), like a fingerprint, exploits manufacturing randomness to endow each physical item with a unique identifier. One primary PUF application is the secure derivation of volatile cryptographic keys using a fuzzy extractor (FE) comprising: 1) a secure sketch and 2) an entropy extractor. Although the entropy extractor can be lightweight, the overhead of the secure sketch responsible for correcting naturally noisy PUF responses is usually high. We observe that, in general, response unreliability with respect to an enrolled reference measurement increases with increasing differences between the in-the-field PUF operating condition and the operating condition used in evaluating the enrolled reference response. For the first time, we exploit such an inadvertent but important observation. In contrast to the conventional single reference response enrollment, we propose enrolling multiple reference responses (MRRs) subject to the same challenge but under multiple distinct operating conditions. The critical observation here is that one of the reference operating conditions is likely to be closer to the operating condition of the field deployed PUF, thus resulting in minimizing the expected unreliability when compared to the single reference under the nominal condition. As a consequence, MRR greatly reduces the demand for the expected number of erroneous bits requiring correction and, subsequently, achieves a significant reduction in the error correction overhead. The significant implementation efficiency gains from the proposed MRR method are demonstrated from software implementations of FEs on batteryless resource constraint computational radio frequency identification devices, where realistic PUF data are collected from intrinsic static random access memory PUFs. © 2018 IEEE.;"computational radio frequency identification; fuzzy extractor; key generation; lightweight authentication; Physical unclonable functions; reverse fuzzy extractor";"Entropy; Hardware security; Public key cryptography; Radio waves; Fuzzy extractors; Key generation; Multiple references; Physical unclonable functions (PUF); Radio frequency identification devices; Reference measurements; Resource Constraint; Software implementation; Radio frequency identification (RFID)";Article;Scopus
120035;50;31;Kan C., Yang H., Kumara S.;Parallel computing and network analytics for fast Industrial Internet-of-Things (IIoT) machine information processing and condition monitoring;2018;Journal of Manufacturing Systems;10.1016/j.jmsy.2018.01.010;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042877033&doi=10.1016%2fj.jmsy.2018.01.010&partnerID=40&md5=99f21d03bc0436cb1325791bffbe2a7b;Rapid advancement in sensing, communication, and mobile technologies brings a new wave of Industrial Internet of Things (IIoT). IIoT integrates a large number of sensors for smart and connected monitoring of machine conditions. Sensor observations contain rich information on operational signatures of machines, thereby providing a great opportunity for machine condition monitoring and control. However, realizing the full potential of IIoT depends to a great extent on the development of new methodologies using big data analytics. This paper presents a new methodology for large-scale IIoT machine information processing, network modeling, condition monitoring, and fault diagnosis. First, we introduce a dynamic warping algorithm to characterize the dissimilarity of machine signatures (e.g., power profiles during operations). Second, we develop a stochastic network embedding algorithm to construct a large-scale network of IIoT machines, in which the dissimilarity between machine signatures is preserved in the network node-to-node distance. When the machine condition varies, the location of the corresponding network node changes accordingly. As such, node locations will reveal diagnostic information about machine conditions. However, the network embedding algorithm is computationally expensive in the presence of large amounts of IIoT-enabled machines. Therefore, we further develop a parallel computing scheme that harnesses the power of multiple processors for efficient network modeling of large-scale IIoT-enabled machines. Experimental results show that the developed algorithm efficiently and effectively characterizes the variations of signatures in both cycle-to-cycle and machine-to-machine scales. This new approach shows strong potentials for optimal machine scheduling and maintenance in the context of large-scale IIoT. © 2018 The Society of Manufacturing Engineers;"Big data analytics; Industrial Internet of Things (IIoT); Large-scale network; Machine condition monitoring; Parallel computing; Power consumption";"Big data; Cryptography; Electric power utilization; Fault detection; Green computing; Internet of things; Parallel processing systems; Stochastic systems; Big Data Analytics; Dynamic warping algorithm; Industrial internets; Large-scale network; Machine condition monitoring; Machine to machines; Operational signatures; Parallel com- puting; Condition monitoring";Article;Scopus
120036;50;31;Toreini E., Shahandashti S.F., Hao F.;Texture to the rescue: Practical paper fingerprinting based on texture patterns;2017;ACM Transactions on Privacy and Security;10.1145/3092816;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032641107&doi=10.1145%2f3092816&partnerID=40&md5=1f698aac34e59d4d36aa8fad8d9924b5;"In this article, we propose a novel paper fingerprinting technique based on analyzing the translucent patterns revealed when a light source shines through the paper. These patterns represent the inherent texture of paper, formed by the random interleaving of wooden particles during the manufacturing process. We show that these patterns can be easily captured by a commodity camera and condensed into a compact 2,048-bit fingerprint code. Prominent works in this area (Nature 2005, IEEE S&P 2009, CCS 2011) have all focused on fingerprinting paper based on the paper ""surface."" We are motivated by the observation that capturing the surface alone misses important distinctive features such as the noneven thickness, random distribution of impurities, and different materials in the paper with varying opacities. Through experiments, we demonstrate that the embedded paper texture provides a more reliable source for fingerprinting than features on the surface. Based on the collected datasets, we achieve 0% false rejection and 0% false acceptance rates. We further report that our extracted fingerprints contain 807 degrees of freedom (DoF), which is much higher than the 249 DoF with iris codes (that have the same size of 2,048 bits). The high amount of DoF for texturebased fingerprints makes our method extremely scalable for recognition among very large databases; it also allows secure usage of the extracted fingerprint in privacy-preserving authentication schemes based on error correction techniques. © 2017 ACM.";"Biometrics; Counterfeiting; Paper fingerprint; Physical unclonable function";"Biometrics; Cryptography; Degrees of freedom (mechanics); Error correction; Hardware security; Impurities; Light sources; Correction techniques; Counterfeiting; False acceptance rate; Fingerprinting techniques; Manufacturing process; Privacy-preserving authentication; Random distribution; Very large database; Data privacy";Article;Scopus
120037;50;31;Chen B., Ignatenko T., Willems F.M.J., Maes R., Van Der Sluis E., Selimis G.;A robust SRAM-PUF key generation scheme based on polar codes;2017;2017 IEEE Global Communications Conference, GLOBECOM 2017 - Proceedings;10.1109/GLOCOM.2017.8254007;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046432130&doi=10.1109%2fGLOCOM.2017.8254007&partnerID=40&md5=d2f0236aeb8040af53c7b7ce78e65b4d;Physical unclonable functions (PUFs) are relatively new security primitives used for device authentication and device-specific secret key generation. In this paper we focus on SRAM-PUFs. The SRAM-PUFs enjoy uniqueness and randomness properties stemming from the intrinsic randomness of SRAM memory cells, which is a result of manufacturing variations. This randomness can be translated into the cryptographic keys thus avoiding the need to store and manage the device cryptographic keys. Therefore these properties, combined with the fact that SRAM memory can be often found in today's IoT devices, make SRAM-PUFs a promising candidate for securing and authentication of the resource-constrained IoT devices. PUF observations are always affected by noise and environmental changes. Therefore secret-generation schemes with helper data are used to guarantee reliable regeneration of the PUF-based secret keys. Error correction codes (ECCs) are an essential part of these schemes. In this work, we propose a practical error correction construction for PUF-based secret generation that are based on polar codes. The resulting scheme can generate 128-bit keys using 1024 SRAM-PUF bits and 896 helper data bits and achieve a failure probability of 10-9 or lower for a practical SRAM-PUFs setting with bit error probability of 15%. The method is based on successive cancellation combined with list decoding and hash-based checking that makes use of the hash that is already available at the decoder. In addition, an adaptive list decoder for polar codes is investigated. This decoder increases the list size only if needed. © 2017 IEEE.;;"Authentication; Bit error rate; Decoding; Error correction; Internet of things; Public key cryptography; Random processes; Bit error probability; Device authentications; Environmental change; Error correction codes (ECCs); Intrinsic randomness; Manufacturing Variation; Secret key generations; Successive cancellation; Static random access storage";Conference Paper;Scopus
120038;50;31;Di Natale G., Flottes M.-L., Rouzeyre B., Pugliesi-Conti P.-H.;Manufacturing testing and security countermeasures;2017;Hardware Security and Trust: Design and Deployment of Integrated Circuits in a Threatened Environment;10.1007/978-3-319-44318-8_7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028858986&doi=10.1007%2f978-3-319-44318-8_7&partnerID=40&md5=407c957fb9cdc65d73b3ec80aff4d2c5;"Cryptographic algorithms are used to protect sensitive information when the communication medium is not secure. Unfortunately, the hardware implementation of these cryptographic algorithms allows secret key retrieval using different forms of attacks based on the observation of key-related information. Dedicated design for security techniques have been proposed so far, ranging from the development of specific cell libraries to the implementation of extra functions to prevent leakage of useful information and key identification. On the other hand, one can expect high-quality product for secure applications and this expectation requires the development of test solutions for every component of the secure device. However, testing those devices faces a double dilemma: (i) test and, possibly, develop DfT schemes providing high testability, i.e., high signal controllability/observability, while maintaining high security, i.e., without leakage of sensitive information; (ii) provide high security using dedicated design rules while maintaining high testability. This chapter addresses these issues, discusses pros and cons of security-dedicated DfT from both a design and a testability point of view. © Springer International Publishing Switzerland 2017.";;"Cryptography; Hardware; Communication medium; Cryptographic algorithms; Hardware implementations; High-quality products; Key identifications; Manufacturing testing; Security countermeasures; Sensitive informations; Hardware security";Book Chapter;Scopus
120039;50;31;Vijayakumar A., Kundu S.;A novel modeling attack resistant PUF design based on non-linear voltage transfer characteristics;2015;Proceedings -Design, Automation and Test in Europe, DATE;10.7873/date.2015.0522;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945940736&doi=10.7873%2fdate.2015.0522&partnerID=40&md5=6184546533e25d6e2a356b5b6e48354e;Physical Unclonable Function (PUF) circuits are used for chip authentication. PUF designs rely on manufacturing process variations to produce unique response to input challenges. It has been shown that many PUF designs are vulnerable to machine learning (ML) attacks, where a model can be built to predict PUF response to any input after only a few observations. In this work, we propose a ML attack resistant PUF design based on a circuit block to implement a non-linear voltage transfer function. The proposed circuit is simple, exhibits high uniqueness and randomness. Further improvements are proposed to enhance PUF reliability. The proposed circuit was simulated in a 45nm technology process and the results indicate a significant improvement in ML attack resistance in comparison to traditional PUFs. Results on uniqueness and reliability are also presented. © 2015 EDAA.;"modeling attack; Physical unclonable function; security";"Cryptography; Hardware security; 45nm technology; Attack resistants; Chip authentications; Circuit blocks; Manufacturing process variations; Non linear; Physical unclonable functions (PUF); security; Voltage distribution measurement";Conference Paper;Scopus
120040;50;31;Zhang Q., Liu Z., Ma C., Jing J.;Bit error probability evaluation of ring oscillator PUF (Short paper);2015;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);10.1007/978-3-319-22425-1_21;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944728953&doi=10.1007%2f978-3-319-22425-1_21&partnerID=40&md5=2b4220eda105800a090aa0bd4a2397d3;Physically unclonable functions (PUFs) utilize the intrinsic process variation inside an integrated circuit to generate unique secret keys for cryptographic modules. PUFs can eliminate the risk that the keys stored in non-volatile memory is easy to be attacked by physical invasive attacks. Ring oscillator PUF (RO PUF) is popular for its nice property and easy implementation, and the frequencies of ROs are compared pairwise to generate one bit response. However, the frequency measurement is affected by environmental noise and the comparison of two frequencies may lead to bit error. To date, there is only a qualitative conclusion that high counting value is chosen to reduce noise’s influence. In this paper, we quantitatively analyze the relationship between the frequency measurement counting value and the bit error probability. On the observation of our experiments’ data, we describe a comprehensive model to estimate the bit error probability of RO PUFs and present other factors to influence the bit error probability, such as the stages of ROs, the manufacturing techniques and so on. The results calculated from our model and those from measured data achieve high consistency. Our work contributes to the evaluation scheme for RO PUFs and it is available as a guide for people to design RO PUFs with an acceptable bit error rate. © Springer International Publishing Switzerland 2015.;"Bit error probability; FPGA; PUFs; Ring oscillator";"Acoustic noise measurement; Cryptography; Data storage equipment; Digital storage; Errors; Field programmable gate arrays (FPGA); Probability; Security of data; Bit error probability; Bit error probability evaluations; Cryptographic Module; Frequency measurements; Manufacturing techniques; Physically unclonable functions; PUFs; Ring oscillator; Bit error rate";Conference Paper;Scopus
120041;50;31;[No author name available];1990 International Carnahan Conference on Security Technology:crime Countermeasures;1990;University of Kentucky, Office of Engineering Services, (Bulletin) UKY BU;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025498841&partnerID=40&md5=dffd981dd821736b55fd8966d4fd4535;"The Conference materials contain 26 papers. The following topics are dealt with: new technologies in credit card authentication; automatic switching system for high-resolution phototelegraphic equipment; white paper on Acme manufacturing plant operations and inventory by assets protection and recovery system; observations on the application of error correcting codes to public key encryption; a fiber optic barrier integrity monitor; evidence gathering and protection devices for the Denver International Airport; a satellite interference location; design of a secure packet voice communication system in wide area networks; Chinese seal identification; mobile intrusion detection and alarm interpretation; a target cueing and tracking systems (TCATS) for smart video processing; image surveillance systems; application and limitations of advanced technologies in explosive detection; the computer security framework; prediction of big seismic waves by optical interferometric antenna; countermeasures selection and integration; characterization and analysis of chain-link fences; external detection system for critical facilities; and, secure data communication local area networks.";;"Cryptography; Data Processing - Security of Data; Electronic Crime Countermeasures; Fences - Security Systems; Microprocessor Chips - Smart Cards; Airport Security; Credit Card Authentication; EIREV; Image Surveillance Systems; Intrusion Detection Systems; Public Key Encryption; Security Systems";Conference Review;Scopus
120042;51;31;;;;;;;;;;;
120043;52;31;Zhang Q., Liu Z., Ma C., Jing J.;Bit error probability evaluation of ring oscillator PUF (Short paper);2015;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);10.1007/978-3-319-22425-1_21;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944728953&doi=10.1007%2f978-3-319-22425-1_21&partnerID=40&md5=2b4220eda105800a090aa0bd4a2397d3;Physically unclonable functions (PUFs) utilize the intrinsic process variation inside an integrated circuit to generate unique secret keys for cryptographic modules. PUFs can eliminate the risk that the keys stored in non-volatile memory is easy to be attacked by physical invasive attacks. Ring oscillator PUF (RO PUF) is popular for its nice property and easy implementation, and the frequencies of ROs are compared pairwise to generate one bit response. However, the frequency measurement is affected by environmental noise and the comparison of two frequencies may lead to bit error. To date, there is only a qualitative conclusion that high counting value is chosen to reduce noise’s influence. In this paper, we quantitatively analyze the relationship between the frequency measurement counting value and the bit error probability. On the observation of our experiments’ data, we describe a comprehensive model to estimate the bit error probability of RO PUFs and present other factors to influence the bit error probability, such as the stages of ROs, the manufacturing techniques and so on. The results calculated from our model and those from measured data achieve high consistency. Our work contributes to the evaluation scheme for RO PUFs and it is available as a guide for people to design RO PUFs with an acceptable bit error rate. © Springer International Publishing Switzerland 2015.;"Bit error probability; FPGA; PUFs; Ring oscillator";"Acoustic noise measurement; Cryptography; Data storage equipment; Digital storage; Errors; Field programmable gate arrays (FPGA); Probability; Security of data; Bit error probability; Bit error probability evaluations; Cryptographic Module; Frequency measurements; Manufacturing techniques; Physically unclonable functions; PUFs; Ring oscillator; Bit error rate";Conference Paper;Scopus
120044;52;31;Mobahat H.;Authentication and lightweight cryptography in low cost RFID;2010;ICSTE 2010 - 2010 2nd International Conference on Software Technology and Engineering, Proceedings;10.1109/ICSTE.2010.5608776;https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650025148&doi=10.1109%2fICSTE.2010.5608776&partnerID=40&md5=6db2c96a994e4103f124894a0d0832d3;"Technology-driven transactions, or e-commerce, should not involve a tradeoff in which consumers relinquish widening amounts of their privacy in return for greater convenience. Businesses that put customers in control of their online privacy options increase consumer faith in the online world - and promote greater acceptance of e-commerce. Ultimately, though, the issue comes down to consumer empowerment and trust. ""Companies rolling out RFID must have a clear and rigidly enforced policy on the deactivation of their tracking mechanisms, as having a cost-effective supply chain will be pretty meaningless if nobody trusts you enough to buy from you,"" states Martin Butler. RFID is rapidly pushed to the existing markets with diversified applications, such as automatic tariffs payment in public transport, animal identification and tracking, and automated manufacturing and logistics control. Unprotected communications between tags and readers over a wireless channel can disclose information about the tags and their positions. Due to the potential wide deployment of Radio Frequency Identification (RFID), the security of RFID systems has drawn extensive attention from both academia and industry, and the RFID authentication protocol is an important mechanism in the security of RFID systems. The desired security requirements of RFID authentication protocols include privacy, integrity, authentication, anonymity/untraceability, and even availability. To design an efficient protocol that satisfies all the requirements with limited resources is a challenge According to Benoit Calmels et.al - 2006 -Strong cryptography mechanisms need high computing resources which is not possible to be embedded into RFID tags. The approach would be an implementation of some low-cost but secure cryptographic functions in the tag. It would bring a high level of privacy where there is no need for any substantial change in the synopsis of communication between the tag and the reader. On the other hand, the tag broadcasts the same data to any reader, with dependency on given authorization, could read and process all or part of the said data. The major challenge faced when trying to provide security for low-cost radio frequency identification (RFID) tags in their very limited resources - for example, tag memory will be restricted to several hundred bits, and approximately 250-4000 logic gates out of the total tag space can be devoted to security-related tasks. So readers should bear in mind that these constrained devices are unable to support on-chip standard cryptographic primitives. During this research with an exploratory purpose some different protocols around authentication and cryptography in low cost RFID would be investigated and compared as the output and result with a qualitative approach. This strategy makes the opportunity to discover similarities and differences among protocols and solutions. So that specialists or executives who are looking for a proper protocol or scheme correspondent to their needs or priorities, could choose one or two among others, in other words when investigating the varied types of attacks against schemes, the administrator or the customer of the technology (technology buyer) could set up a comparison to find the suitable protocol according to his/her criterions or priorities like the value of data that is going to be transmitted by RFID transceivers in the air field or wireless media, or the probable attacks could happen according to situation of located RFID devices. For example, if the administrator or executive knows that the position or location that his/her RFID devices located are vulnerable to DOS attack would not choose RHLK or LCAP as the appropriate protocol, or if he/she assumes that spoofing or replay attack is more probable than other attacks then would not choose Li et al. or SRAC schemes for his/ her RFID transceivers authentication. © 2010 IEEE.";"Authentication; Cryptography; Lightweight; Low cost RFID";"Animal identification; Automated Manufacturing; Computing resource; Constrained devices; Consumer empowerment; Cryptographic functions; Cryptographic primitives; Different protocols; DoS attacks; E-Commerce; In-control; Light-weight cryptography; Lightweight; Logistics control; Low costs; On chips; Online privacy; Public transport; Qualitative approach; Radiofrequency identification tags; Replay attack; RF-ID tags; RFID authentication; RFID systems; Security requirements; Tracking mechanism; Wireless channel; Wireless media; Authentication; Computer crime; Costs; Cryptography; Electronic commerce; Network protocols; Network security; Radio navigation; Radio waves; Sales; Supply chains; Technology; Transceivers; Radio frequency identification (RFID)";Conference Paper;Scopus
120045;49;32;Best A.;Primary school teachers' beliefs on computer science as a discipline and as a school subject;2020;ACM International Conference Proceeding Series;10.1145/3421590.3421659;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094948269&doi=10.1145%2f3421590.3421659&partnerID=40&md5=f8fe06dbc657ec8ae6d6c583f6dbc3bb;Explicit (i.e. conscious) primary school teachers' beliefs on computer science were gathered through semi-structured interviews and analysed using the grounded theory methodology. Implicit (i.e. unconscious) beliefs were inferred upon while observing computer science lessons given by the interviewed teachers in their classroom on one of the following topics: introduction to programming with the bee-bot®, introduction to programming with scratch®, and cryptography. A pre-post-comparison was conducted with a closing interview. Analysis of the data revealed four distinct views on computer science: media-oriented, mathematical, social, and design-oriented. Furthermore, the study showed that the teachers' beliefs could in some cases be altered by the computer science lessons. Some teachers, however, showed resilience towards conceptual change (belief perseverance). The study was conducted in the state of North Rhine-Westphalia (Germany) and included ten participants for the initial interviews and three participants for the lessons and closing interviews. © 2020 ACM.;"Bee-bot®; Belief; Computer science education; Conceptual change; Cryptography; Design-based research; Grounded theory; Perseverance; Primary education; Primary school; Programming; Scratch®; Teachers' beliefs";"Computation theory; Teaching; Conceptual change; Grounded theory; Introduction to programming; Primary schools; Semi structured interviews; Teachers'; Computer programming";Conference Paper;Scopus
120046;49;32;Bello A., Maurushat A.;Technical and behavioural training and awareness solutions for mitigating ransomware attacks;2020;Advances in Intelligent Systems and Computing;10.1007/978-3-030-51974-2_14;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089629045&doi=10.1007%2f978-3-030-51974-2_14&partnerID=40&md5=a93311a0dd10c3bf3fbf9df4153c16b4;Over the years, there has been a significant increase in cyber security risks and vulnerabilities with one of the most severe threat being ransomware attacks. Ransomware, a variant of malware, encrypts files, data, and often locks computer systems, and retains the decryption key until victims pay a ransom. Current method of ransomware mitigation is the analysis and classification of the ransomware and its variants to propose solution for detection and prevention. This mitigation approach omits technology users as part of the solution especially given their role in falling prey to ransomware by means of social engineering attack vectors. The purpose of this qualitative study was to highlight current and emerging ransomware vectors, and to identify cyber security awareness and education solutions that can be applied to mitigate socially engineered ransomware attacks. A semi-structured interview with executives and managers from several financial, technology, construction, transportation, education, and health industries revealed the lack of current awareness and training approaches to mitigate against socially engineered ransomware attacks. This study recommends some specific cybersecurity training and awareness approaches to consider in order to enable technology users resist and mitigate against ransomware attacks. © Springer Nature Switzerland AG 2020.;"Cybersecurity; Malware; Mitigation; Ransomware; Social engineering";"Cryptography; Engineering education; Intelligent systems; Network security; Personnel training; Attack vector; Cyber security; Health industry; Qualitative study; Semi structured interviews; Social engineering; Malware";Conference Paper;Scopus
120047;49;32;Till S., Densmore M.;A characterization of digital native approaches to mobile privacy and security;2019;ACM International Conference Proceeding Series;10.1145/3351108.3351131;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073151382&doi=10.1145%2f3351108.3351131&partnerID=40&md5=d5c23341e11c61a1fc50e63a56533010;Despite their familiarity with the digital, so-called 'digital natives' are not tech-savvy, particularly with respect to privacy and security. In this study we characterize this problem by looking at a cohort of South African students. We employ a web-based survey of 100 students, supplemented by in-depth interviews with 10 additional students. In both cases we inquired about, and observed knowledge of permissions, encryption and application installation practices. Our findings show that most students (80%) do not look for or understand permissions or encryption, and use location-based services unsafely. Based on these results we argue that digital natives lack the technical skills and understanding to properly engage with mobile privacy and security. We further argue that this generation has been so over-exposed to mobile requests that violate their privacy and security that they have become desensitized and their definition of privacy and security has changed. Lastly, we discuss the implications of our findings for higher education institutions, policy, and mobile application design. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.;"Android; Mobile privacy; Mobile security; South Africa; University students";"Cryptography; Engineers; Mobile security; Students; Telecommunication services; Android; Application installations; Higher education institutions; In-depth interviews; Mobile application design; Privacy and security; South Africa; University students; Location based services";Conference Paper;Scopus
120048;49;32;Wu W., Xu Z., Chen Y., Yang B.;Representational fluency in cryptography: An eye-tracking study;2018;SIGITE 2018 - Proceedings of the 19th Annual SIG Conference on Information Technology Education;10.1145/3241815.3241840;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058180235&doi=10.1145%2f3241815.3241840&partnerID=40&md5=2bc57bdc000011c88e8dd1bea5ee14ce;To enhance and improve cryptography instructions, this study investigated how representational fluency is related to the cognitive process through a set of eye-tracking studies and interview questions. The results showed that multiple representations were helpful for students to comprehend a concept because the different representations supported each other and provided more comprehensive information. In addition, students who are not fluent in translating one representation to another perform poorer than students who are more capable in representational fluency. While students have their own favorite representations, math representation seems dominate the outcome of their performance. This may suggest that students who will be working on the technical side of the cyberse-curity should better prepare their math skills. © 2018 Copyright held by the owner/author(s).;"Cryptography Education; Eye Tracking; MEA; Representational Fluency";"Cryptography; Eye tracking; Cognitive process; Comprehensive information; Eye-tracking studies; Math skills; Multiple representation; Representational Fluency; Students";Conference Paper;Scopus
120049;49;32;Holdsworth J., Apeh E.;An effective immersive cyber security awareness learning platform for businesses in the hospitality sector;2017;Proceedings - 2017 IEEE 25th International Requirements Engineering Conference Workshops, REW 2017;10.1109/REW.2017.47;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034660877&doi=10.1109%2fREW.2017.47&partnerID=40&md5=58dced9740745c9ad58b05698dff4cf0;The rapid digitalisation of the hospitality industry over recent years has brought forth many new points of attack for consideration. The hasty implementation of these systems has created a reality in which businesses are using the technical solutions, but employees have very little awareness when it comes to the threats and implications that they might present. This gap in awareness is further compounded by the existence of pre-established, often rigid, cultures that drive how hospitality businesses operate. Potential attackers are recognising this and the last two years have seen a huge increase in cyber-attacks within the sector. Attempts at addressing the increasing threats have taken the form of technical solutions such as encryption, access control, CCTV, etc. However, a high majority of security breaches can be directly attributed to human error. It is therefore necessary that measures for addressing the rising trend of cyber-attacks go beyond just providing technical solutions and make provision for educating employees about how to address the human elements of security. Inculcating security awareness amongst hospitality employees will provide a foundation upon which a culture of security can be created to promote the seamless and secured interaction of hotel users and technology. One way that the hospitality industry has tried to solve the awareness issue is through their current paper-based training. This is unengaging, expensive and presents limited ways to deploy, monitor and evaluate the impact and effectiveness of the content. This leads to cycles of constant training, making it very hard to initiate awareness, particularly within those on minimum waged, short-term job roles.This paper presents a structured approach for eliciting industry requirement for developing and implementing an immersive Cyber Security Awareness learning platform. It used a series of over 40 interviews and threat analysis of the hospitality industry to identify the requirements for designing and implementing cyber security program which encourage engagement through a cycle of reward and recognition. In particular, the need for the use of gamification elements to provide an engaging but gentle way of educating those with little or no desire to learn was identified and implemented. Also presented is a method for guiding and monitoring the impact of their employee's progress through the learning management system whilst monitoring the levels of engagement and positive impact the training is having on the business. © 2017 IEEE.;"Cyber security awareness; E-learning; Gamification; Hospitality; Human factor; Systematic requirement engineering";"Access control; Computer crime; Crime; Cryptography; E-learning; Education; Human engineering; Network security; Requirements engineering; Cyber security; Gamification; Hospitality; Hospitality industry; Industry requirements; Learning management system; Requirement engineering; Technical solutions; Personnel training";Conference Paper;Scopus
