ID_KA;ID_KU;ACRONYM;NAME;DATE;LOCATION;DEADLINE (unused);;CONGRESS_ID;DEADLINE
101;1010;NSDI 2021;18th USENIX Symposium on Networked Systems Design and Implementation;Apr 12, 2021 - Apr 14, 2021;BOSTON, MA, USA;Apr 17, 2020 (Apr 10, 2020);17/04/2020;367;2020-04-17
101;1010;NSDI 2022;19th USENIX Symposium on Networked Systems Design and Implementation;Apr 4, 2022 - Apr 6, 2022;RENTON, WA;Mar 10, 2021 (Mar 4, 2021);10/03/2021;368;2021-03-10
101;1010;PLDI 2021;Programming Language Design and Implementation;Jun 20, 2021 - Jun 25, 2021;Virtual Conference;Nov 20, 2020;20/11/2020;369;2020-11-20
101;1010;CPHS21;CFP: The First International Workshop on Cyber-Physical-Human System Design and Implementation;May 18, 2021 - May 18, 2021;Virtual;Feb 21, 2021;21/02/2021;370;2021-02-21
101;1010;IoTDI 2021;6th ACM/IEEE Conference on Internet of Things Design and Implementation;May 18, 2021 - May 21, 2021;Nashville, Tenessee, USA;Oct 26, 2020 (Oct 19, 2020);26/10/2020;371;2020-10-26
101;1010;IoTDI 2021;6th ACM/IEEE Conference on Internet of Things Design and Implementation;May 18, 2021 - May 21, 2021;Nashville, Tennessee, USA;Oct 26, 2020 (Oct 19, 2020);26/10/2020;372;2020-10-26
101;1010;IoTDI 2021;International Conference on Internet of Things Design and Implementation (IoTDI);May 18, 2021 - May 21, 2021;Nashville, Tennessee, USA;Oct 26, 2020 (Oct 19, 2020);26/10/2020;373;2020-10-26
101;1010;IoTDI 2021;6th ACM/IEEE Conference on Internet of Things Design and Implementation;May 18, 2021 - May 21, 2021;Nashville, Tennessee, USA;Oct 26, 2020 (Oct 19, 2020);26/10/2020;374;2020-10-26
101;1010;IoTDI 2021;6th ACM/IEEE Conference on Internet of Things Design and Implementation;May 18, 2021 - May 21, 2021;Nashville, Tennessee, USA;Oct 26, 2020;26/10/2020;375;2020-10-26
101;1010;IoTDI 2021;6th ACM/IEEE Conference on Internet of Things Design and Implementation;May 18, 2021 - May 21, 2021;Nashville, Tennessee, USA;Oct 26, 2020 (Oct 19, 2020);26/10/2020;376;2020-10-26
101;1010;EAI TRIDENTCOM 2021;16th EAI International Conference on Tools for Design, Implementation and Verification of Emerging Information Technologies (Springer, Scopus, ISI, Ei, more);Nov 24, 2021 - Nov 26, 2021;Melbourne, Australia;May 3, 2020;3/05/2020;377;2020-05-03
101;1011;VSC @IEEE WETICE 2021;Track on Validating Software for Critical Systems (VSC) @IEEE WETICE 2021;Jun 23, 2021 - Jun 25, 2021;Basque Coast - Bayonne, France;Feb 28, 2021;28/02/2021;378;2021-02-28
101;1011;IJCSA 2021;International Journal on Computational Science & Applications;N/A;N/A;Feb 20, 2021;20/02/2021;379;2021-02-20
101;1011;MDPI-SI-BDHA 2021;Call for Papers: Special Issue “Big Data for eHealth Applications” (MDPI Applied Sciences, IF 2.474 – Indexed on Scopus, Web of Science);N/A;N/A;Sep 15, 2021;15/09/2021;380;2021-09-15
101;1011;ATVA 2021;The 19th International Symposium on Automated Technology for Verification and Analysis;Oct 18, 2021 - Oct 22, 2021;Gold Coast, Australia;Apr 9, 2021;9/04/2021;381;2021-04-09
101;1011;SANER 2021;The 28th edition of the IEEE International Conference on Software Analysis, Evolution and Reengineering;Mar 9, 2021 - Mar 12, 2021;Virtually;Oct 15, 2021;15/10/2021;382;2021-10-15
101;1011;ICIAP 2021;ICIAP2021 -21th International Conference on Image Analysis and Processing;Sep 13, 2021 - Sep 17, 2021;Lecce;May 5, 2021;5/05/2021;383;2021-05-05
101;1011;DATA ANALYTICS 2021;The Tenth International Conference on Data Analytics;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;384;2021-07-05
101;1011;XSA 2021;Explainable Deep Learning for Sentiment Analysis;N/A;N/A;Jun 30, 2021;30/06/2021;385;2021-06-30
101;1011;VALID 2021;The Thirteenth International Conference on Advances in System Testing and Validation Lifecycle;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;386;2021-07-05
101;1011;MIAIAD 2021;Medical Image Analysis special issue on Image Analysis in Dermatology;N/A;N/A;Mar 1, 2021;1/03/2021;387;2021-03-01
101;1011;MIUA 2021;MEDICAL IMAGE UNDERSTANDING AND ANALYSIS;Jul 12, 2021 - Jul 14, 2021;Oxford, UK;Mar 19, 2021;19/03/2021;388;2021-03-19
101;1011;ICSEA 2021;The Sixteenth International Conference on Software Engineering Advances;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;389;2021-07-05
101;1011;EuroSTAR Conference 2021;29th EuroSTAR Software Testing & Quality Conference;Sep 28, 2021 - Sep 30, 2021;In-Person & Online;Feb 7, 2021;7/02/2021;390;2021-02-07
101;1011;TRECVID 2021;TREC Video Retrieval Evaluation;Dec 7, 2021 - Dec 10, 2021;In-person Or Virtual;May 3, 2021;3/05/2021;391;2021-05-03
101;1011;WoSCA 2021;WoSCA 2021 : 2nd International Workshop on Smart Contract Analysis;Jul 12, 2021 - Jul 16, 2021;Aarhus, Denmark;May 14, 2021;14/05/2021;392;2021-05-14
101;1011;CSIA 2021;12th International Conference on Communications Security & Information Assurance;Nov 20, 2021 - Nov 21, 2021;Zurich, Switzerland;Mar 6, 2021;6/03/2021;393;2021-03-06
101;1011;SOEN 2021;6th International Conference on Software Engineering;May 29, 2021 - May 30, 2021;Vancouver, Canada;Feb 20, 2021;20/02/2021;394;2021-02-20
101;1011;CP 2021;Twenty-Seventh Conference on Principles and Practice of Constraint Programming;Oct 25, 2021 - Oct 29, 2021;Montpellier (France);Jun 21, 2021 (May 14, 2021);21/06/2021;395;2021-06-21
101;1011;CP 2021;International Conference on Principles and Practice of Constraint Programming;Oct 25, 2021 - Oct 29, 2021;Montpellier;May 14, 2021;14/05/2021;396;2021-05-14
101;1011;TASE 2021;The 15th International Symposium on Theoretical Aspects of Software Engineering;Aug 25, 2021 - Aug 27, 2021;Shanghai;Mar 7, 2021 (Feb 28, 2021);7/03/2021;397;2021-03-07
101;1011;ISIC-SIAW-CVPR 2021;Sixth ISIC Skin Image Analysis Workshop@CVPR 2021;Jun 19, 2021 - Jun 25, 2021;WWW (Virtual);Mar 17, 2021;17/03/2021;398;2021-03-17
101;1011;NER & Geo-Tagging for Literary Analysis 2021;Distant Reading Training School: Named Entity Recognition & Geo-Tagging for Literary Analysis;Mar 22, 2021 - Mar 25, 2021;Rijeka-Zoom;Mar 7, 2021;7/03/2021;399;2021-03-07
101;1011;JSS SI on Test Automation 2021;Special Issue on “Test Automation: Trends, Benefits, and Costs” - Journal of Systems and Software (Elsevier);N/A;N/A;Mar 31, 2021;31/03/2021;400;2021-03-31
101;1011;SAMRA 2021;Sentiment Analysis as a Multidisciplinary Research Area;N/A;N/A;Mar 31, 2021;31/03/2021;401;2021-03-31
101;1011;X-SENTIMENT 2021;X-SENTIMENT@ESWC 6th International Workshop on eXplainable SENTIment Mining and EmotioN deTection;Jun 7, 2021 - Jun 7, 2021;Hersonissos, Greece;Mar 1, 2021;1/03/2021;402;2021-03-01
101;1011;SOFE 2021;7th International Conference on Software Engineering;Mar 20, 2021 - Mar 21, 2021;Vienna, Austria;Feb 20, 2021;20/02/2021;403;2021-02-20
101;1011;SIGPRO 2021;International Conference on Data Science and Cloud Computing;Sep 18, 2021 - Sep 19, 2021;Copenhagen, Denmark;Feb 20, 2021;20/02/2021;404;2021-02-20
101;1011;ISPA 2021;12th International Symposium on Image and Signal Processing and Analysis;Sep 13, 2021 - Sep 15, 2021;Zagreb;May 25, 2021;25/05/2021;405;2021-05-25
101;1011;Big Data Analytics in Sustainable City 2021;IS04: Big Data Analytics in Sustainable and Smart City;Sep 15, 2021 - Sep 17, 2021;Split, Croatia;Apr 2, 2021;2/04/2021;406;2021-04-02
101;1011;WCPAS & IACSS 2021;World Congress of Performance Analysis of Sport 2021 & International Symposium on Computer Science in Sport 2021;Aug 29, 2021 - Sep 1, 2021;Vienna;Apr 1, 2021;1/04/2021;407;2021-04-01
101;1011;MLDS 2021;2nd International Conference on Machine Learning Techniques and Data Science;Nov 20, 2021 - Nov 21, 2021;Zurich, Switzerland;Mar 6, 2021;6/03/2021;408;2021-03-06
101;1011;SMACD 2021;International Conference on Synthesis, Modeling, Analysis and Simulation Methods and Applications to Circuit Design;Jul 19, 2021 - Jul 22, 2021;Virtual event;Mar 7, 2021;7/03/2021;409;2021-03-07
101;1011;SE 2021;9th International Conference on Software Engineering & Trends;Jul 10, 2021 - Jul 11, 2021;Toronto, Canada;Feb 20, 2021;20/02/2021;410;2021-02-20
101;1011;SEC 2021;7th International Conference on Software Engineering;Mar 27, 2021 - Mar 28, 2021;Sydney, Australia;Feb 20, 2021;20/02/2021;411;2021-02-20
101;1011;CAIML 2021;2nd International Conference on Artificial Intelligence and Machine Learning;Jun 26, 2021 - Jun 27, 2021;Sydney, Australia;Feb 27, 2021;27/02/2021;412;2021-02-27
101;1011;SIPIJ 2021;Signal & Image Processing : An International Journal;N/A;N/A;Feb 20, 2021;20/02/2021;413;2021-02-20
101;1011;DaMi 2021;7th International Conference on Data Mining;Apr 24, 2021 - Apr 25, 2021;Copenhagen, Denmark;Feb 20, 2021;20/02/2021;414;2021-02-20
101;1011;NumANN 2021;Mathematics Journal Special Issue on Numerical Analysis of Artificial Neural Networks;N/A;N/A;Mar 31, 2021;31/03/2021;415;2021-03-31
101;1011;ICBA Spring 2021;2021 International Conference on Business Administration - Spring Session;May 7, 2021 - May 7, 2021;National Taipei University;Mar 22, 2021;22/03/2021;416;2021-03-22
101;1011;IEEE ADAITC 2021;2021 IEEE Autonomous Driving AI Test Challenge;Aug 23, 2021 - Aug 26, 2021;Online;Mar 15, 2021;15/03/2021;417;2021-03-15
101;1011;ASOFT 2021;2nd International Conference on Advances in Software Engineering;Sep 18, 2021 - Sep 19, 2021;Copenhagen, Denmark;Feb 20, 2021;20/02/2021;418;2021-02-20
101;1011;IJSEA 2021;International Journal of Software Engineering & Applications -ERA Indexed;N/A;N/A;Feb 20, 2021;20/02/2021;419;2021-02-20
101;1011;ICGDA--Ei and Scopus 2021;ACM--2021 4th International Conference on Geoinformatics and Data Analysis (ICGDA 2021)--Ei Compendex, Scopus;Apr 14, 2021 - Apr 16, 2021;Marseille, France;Feb 25, 2021;25/02/2021;420;2021-02-25
101;1011;WEARS 2021;The First International Workshop on Evaluation and Analysis of Recommender Systems in Software Engineering;Jun 23, 2021 - Jun 23, 2021;Trondheim Norway, Virtual;Mar 26, 2021;26/03/2021;421;2021-03-26
101;1011;ICRAMI 2021;International Conference on Recent Advances in Mathematics and Informatics;Sep 21, 2021 - Sep 22, 2021;Tebessa, Algeria;Mar 4, 2021;4/03/2021;422;2021-03-04
101;1011;CVMI@CVPR 2021;6th IEEE Workshop on Computer Vision for Microscopy Image Analysis (CVMI) 2021;Jun 25, 2021 - Jun 25, 2021;Virtual;Mar 23, 2021;23/03/2021;423;2021-03-23
101;1011;SEMIT 2021;2nd International Conference on Software Engineering and Managing Information Technology;Nov 20, 2021 - Nov 21, 2021;Zurich, Switzerland;Mar 6, 2021;6/03/2021;424;2021-03-06
101;1011;DMDBS 2021;7th International Conference on Data Mining and Database Management Systems;Nov 27, 2021 - Nov 28, 2021;London, United Kingdom;Feb 27, 2021;27/02/2021;425;2021-02-27
101;1011;SOENG 2021;7th International Conference on Software Engineering;Apr 24, 2021 - Apr 25, 2021;Copenhagen, Denmark;Feb 20, 2021;20/02/2021;426;2021-02-20
101;1011;SOFEA 2021;7th International Conference on Software Engineering and Applications;Oct 23, 2021 - Oct 24, 2021;Sydney, Australia;Feb 20, 2021;20/02/2021;427;2021-02-20
101;1011;Visual Intersections 5 2021;The 5th Annual Visual Culture Summer School;Jun 21, 2021 - Jun 25, 2021;Online (hosted by Durham University);Feb 22, 2021;22/02/2021;428;2021-02-22
101;1012;WCN 2022;Wireless Communications and Networking: Theory and Practice;N/A;N/A;Feb 28, 2021;28/02/2021;429;2021-02-28
101;1012;JSEP SI on Distributed Complex Systems 2021;Special Issue on “Distributed Complex Systems: Governance, Engineering, and Maintenance” - Journal of Software: Evolution and Process (Wiley);N/A;N/A;Feb 28, 2021;28/02/2021;430;2021-02-28
101;1012;ICCQ 2021;IEEE International Conference on Code Quality;Mar 27, 2021 - Mar 27, 2021;Moscow, Russia;Dec 4, 2020;4/12/2020;431;2020-12-04
101;1012;RAIL 2021;Fifth International Conference on Railway Technology: Research, Development and Maintenance;Aug 3, 2021 - Sep 2, 2021;Palma, Mallorca, Spain;Feb 19, 2021;19/02/2021;432;2021-02-19
101;1012;MFSens 2021;International Workshop on Maintenance-Free Context Sensing;Jan 8, 2021 - Jan 8, 2021;Online;Sep 22, 2020;22/09/2020;433;2020-09-22
101;1013;WoSCA 2021;WoSCA 2021 : 2nd International Workshop on Smart Contract Analysis;Jul 12, 2021 - Jul 16, 2021;Aarhus, Denmark;May 14, 2021;14/05/2021;434;2021-05-14
101;1013;ASE 2021;The 36th IEEE/ACM International Conference on Automated Software Engineering;Nov 15, 2021 - Nov 19, 2021;Melbourne, Australia;Apr 23, 2021 (Apr 16, 2021);23/04/2021;435;2021-04-23
101;1013;CEVVE 2021;2021 International Conference on Electric Vehicle and Vehicle Engineering (CEVVE 2021);Sep 17, 2021 - Sep 19, 2021;Frankfurt, Germany;Jul 31, 2021;31/07/2021;436;2021-07-31
101;1013;SA-TTA 2021;The 9th track on Software Architecture: Theory, Technology, and Applications (SA-TTA) at the 36th ACM/SIGAPP Symposium On Applied Computing (SAC 2021);Mar 22, 2021 - Mar 26, 2021;Gwangju, Korea;Oct 28, 2021;28/10/2021;437;2021-10-28
101;1013;CCNC 2021;IEEE Consumer Communications & Networking Conference;Jan 9, 2021 - Jan 12, 2021;Las Vegas, USA;Jul 10, 2021;10/07/2021;438;2021-07-10
101;1013;CRITIS 2021;The 16th International Conference on Critical Information Infrastructures Security;Sep 27, 2021 - Sep 29, 2021;EPFL SwissTech, Lausanne, Switzerland;May 14, 2021;14/05/2021;439;2021-05-14
101;1013;blockchain_ml_iot 2021;Network and Electronics (MDPI) Joint Special Issue - Blockchain and Machine Learning for IoT: Security and Privacy Challenges;N/A;N/A;Dec 31, 2021;31/12/2021;440;2021-12-31
101;1013;SANER 2021;The 28th edition of the IEEE International Conference on Software Analysis, Evolution and Reengineering;Mar 9, 2021 - Mar 12, 2021;Virtually;Oct 15, 2021;15/10/2021;441;2021-10-15
101;1013;ICSESS 2021;2021 12th International Conference on Software Engineering and Service Science;Aug 20, 2021 - Aug 22, 2021;China;May 15, 2021;15/05/2021;442;2021-05-15
101;1013;SOFSEM 2021;47th International Conference on Current Trends in Theory and Practice of Computer Science;Jan 25, 2021 - Jan 28, 2021;Bozen-Bolzano, Italy;Aug 3, 2021 (Jul 27, 2021);3/08/2021;443;2021-08-03
101;1013;NISecurity 2021;2021 International Conference on Network and Information Security (NISecurity 2021);Aug 13, 2021 - Aug 15, 2021;Stockholm, Sweden;Jun 30, 2021;30/06/2021;444;2021-06-30
101;1013;ICSED--EI Compendex, Scopus 2021;2021 3rd International Conference on Software Engineering and Development (ICSED 2021)--EI Compendex, Scopus;Nov 19, 2021 - Nov 21, 2021;HuaQiao University, Xiamen?China;Jul 5, 2021;5/07/2021;445;2021-07-05
101;1013;SI: Advanced Technology for IE 2022;Special Issue: Secure and Advanced Technology for Intelligent Environments;Jan 1, 2021 - Jun 1, 2022;JAISE (IOS) journal;Sep 5, 2021;5/09/2021;446;2021-09-05
101;1013;CANS 2021;Cryptology and Network Security;Dec 13, 2021 - Dec 15, 2021;Vienna, Austria;Jun 1, 2021;1/06/2021;447;2021-06-01
101;1013;MODELS 2021;ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems;Oct 10, 2021 - Oct 15, 2021;Fukuoka, Japan;May 7, 2021 (Apr 30, 2021);7/05/2021;448;2021-05-07
101;1013;CLUSTER 2021;23rd IEEE Cluster Conference;Sep 7, 2021 - Sep 10, 2021;Portland, Oregon, USA;May 17, 2021 (May 10, 2021);17/05/2021;449;2021-05-17
101;1013;SE4ICPS 2021;The 1st IEEE International Workshop on Software Engineering for Industrial Cyber-Physical Systems;Jul 12, 2021 - Jul 16, 2021;Virtual;Apr 21, 2021;21/04/2021;450;2021-04-21
101;1013;SPLC 2021;25th ACM International Systems and Software Product Line Conference;Sep 6, 2021 - Sep 11, 2021;Leicester / Online;Apr 23, 2021 (Apr 16, 2021);23/04/2021;451;2021-04-23
101;1013;SNSA-SI-MDPI 2021;Sensor Networks Security and Applications;N/A;N/A;Jul 31, 2021;31/07/2021;452;2021-07-31
101;1013;ICSRS--Scopus & EI 2021;2021 5th International Conference on System Reliability and Safety (ICSRS 2021)--Scopus & EI Compendex;Nov 24, 2021 - Nov 26, 2021;Palermo, Italy;Jul 5, 2021;5/07/2021;453;2021-07-05
101;1013;ICSEA 2021;The Sixteenth International Conference on Software Engineering Advances;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;454;2021-07-05
101;1013;ACM MIDDLEWARE 2021;22nd ACM/IFIP International Conference;Dec 6, 2021 - Dec 10, 2021;Québec City, Canada;May 22, 2021 (May 15, 2021);22/05/2021;455;2021-05-22
101;1013;EMERGING 2021;The Thirteenth International Conference on Emerging Networks and Systems Intelligence;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;456;2021-07-05
101;1013;VISSOFT 2021;9th IEEE Working Conference on Software Visualization;Sep 27, 2021 - Sep 28, 2021;virtual;Jun 18, 2021 (Jun 11, 2021);18/06/2021;457;2021-06-18
101;1013;EICC 2021;European Interdisciplinary Cybersecurity Conference (EICC 2021);Nov 10, 2021 - Nov 11, 2021;Targu Mures, Romania;Jun 14, 2021;14/06/2021;458;2021-06-14
101;1013;IEEE ICVR--Ei, Scopus 2021;2021 IEEE 7th International Conference on Virtual Reality (ICVR 2021)--EI Compendex, Scopus;May 20, 2021 - May 22, 2021;Foshan, China;Apr 15, 2021;15/04/2021;459;2021-04-15
101;1013;IntelligentIoT 2021;Special Issue Embedded Intelligence in IoT Systems;N/A;N/A;Aug 31, 2021;31/08/2021;460;2021-08-31
101;1013;ICSED--EI, Scopus 2021;2021 3rd International Conference on Software Engineering and Development (ICSED 2021)--EI Compendex, Scopus;Nov 19, 2021 - Nov 21, 2021;HuaQiao University, Xiamen?China;Jul 5, 2021;5/07/2021;461;2021-07-05
101;1013;CCCI 2021;International Conference on Communications, Computing, Cybersecurity, and Informatics;Oct 15, 2021 - Oct 17, 2021;Beijing, China;Jul 24, 2021;24/07/2021;462;2021-07-24
101;1013;Scopus-WSM 2021;The 3rd International Conference on Water Security and Management ( WSM 2021);Dec 9, 2021 - Dec 11, 2021;Tokyo, Japan;Jun 10, 2021;10/06/2021;463;2021-06-10
101;1013;JIISIC 2021;XVI - Jornadas Iberoamericanas de Ingeniería de Software e Ingeniería del Conocimiento;Sep 22, 2021 - Sep 24, 2021;Santiago de Chile, Chile;May 15, 2021;15/05/2021;464;2021-05-15
101;1013;SI on SPIHG 2022;IEEE S&P CfP: Special Issue on Security and Privacy Issues of Home Globalization;N/A;N/A;May 15, 2021;15/05/2021;465;2021-05-15
101;1013;Elec-SI-IIDS 2021;Special Issue on Design of Intelligent Intrusion Detection Systems;N/A;N/A;May 31, 2021;31/05/2021;466;2021-05-31
101;1013;SPBP 2021;The Fourth Workshop on Security and Privacy-enhanced Business Process Management;Sep 6, 2021 - Sep 6, 2021;Rome, Italy;May 24, 2021;24/05/2021;467;2021-05-24
101;1013;HOST 2021;IEEE International Symposium on Hardware Oriented Security and Trust (HOST);Dec 5, 2021 - Dec 8, 2021;Washington Dc, USA;May 4, 2021 (Apr 27, 2021);4/05/2021;468;2021-05-04
101;1013;CONISOFT 2021;9th International Conference on Software Engineering Research and Innovation;Oct 25, 2021 - Oct 29, 2021;San Diego Global Knowledge University (S;May 15, 2021;15/05/2021;469;2021-05-15
101;1013;SPML--ACM, EI, Scopus 2021;ACM--2021 4th International Conference on Signal Processing and Machine Learning (SPML 2021)--EI Compendex, Scopus;Aug 18, 2021 - Aug 20, 2021;Beijing, China;Apr 20, 2021;20/04/2021;470;2021-04-20
101;1013;CYBER 2021;The Sixth International Conference on Cyber-Technologies and Cyber-Systems;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;471;2021-07-05
101;1013;MDPI - Risk Management - Scopus 2021;Special Issue of Journal Applied System Innovation: Risk Management;N/A;N/A;Jul 31, 2021;31/07/2021;472;2021-07-31
101;1013;ICTS 2021;The 13th International Conference on Information & Communication Technology and System;Oct 20, 2021 - Oct 21, 2021;Virtual conference;Jul 8, 2021;8/07/2021;473;2021-07-08
101;1013;WSM-Scopus 2021;The 3rd International Conference on Water Security and Management ( WSM 2021);Dec 9, 2021 - Dec 11, 2021;Tokyo, Japan;Jun 10, 2021;10/06/2021;474;2021-06-10
101;1013;CSW 2021;2021 International Workshop on Cyber Security (CSW 2021);Aug 13, 2021 - Aug 15, 2021;Stockholm, Sweden;Jun 30, 2021;30/06/2021;475;2021-06-30
101;1013;ICENT--EI Compendex, Scopus 2021;2021 3rd International Conference on Emerging Networks Technologies (ICENT 2021)--Ei Compendex, Scopus;Sep 22, 2021 - Sep 24, 2021;Okinawa, Japan;May 10, 2021;10/05/2021;476;2021-05-10
101;1013;QUATIC 2021;International Conference on the Quality of Information and Communications Technology;Sep 8, 2021 - Sep 11, 2021;Portugal;Apr 10, 2021;10/04/2021;477;2021-04-10
101;1013;QUORS 2021;The 15th IEEE International Workshop on Quality Oriented Reuse of Software;Jul 13, 2021 - Jul 16, 2021;Virtual due to COVID, Madrid, Spain;Apr 21, 2021;21/04/2021;478;2021-04-21
101;1013;Scopus-WADCE 2021;7th International Workshop on Aircraft Design and Control Engineering (WADCE 2021);Dec 9, 2021 - Dec 12, 2021;Melbourne, Australia;Jun 10, 2021;10/06/2021;479;2021-06-10
101;1013;SKM 2021;International Conference on Secure Knowledge Management;Oct 8, 2021 - Oct 9, 2021;San Antonio;Jun 21, 2021;21/06/2021;480;2021-06-21
101;1013;EAI Qshine 2021;17th EAI International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness (Springer, Scopus, ISI, Ei, more);Nov 29, 2021 - Nov 30, 2021;Melbourne, Australia;May 20, 2021;20/05/2021;481;2021-05-20
101;1013;SciSec 2021;3rd International Conference on Science of Cyber Security;Aug 13, 2021 - Aug 15, 2021;Shanghai, China;May 1, 2021;1/05/2021;482;2021-05-01
101;1013;Electronics (SI Open Souce Learning) 2021;Electronics Special issue: Open Source Software in Learning Environments (IF 2.412, ISSN 2079-9292);N/A;N/A;May 21, 2021;21/05/2021;483;2021-05-21
101;1013;ICRV--ACM, EI, Scopus 2021;ACM--2021 The 6th International Conference on Robotics and Vision (ICRV 2021)--Ei Compendex, SCOPUS;Sep 18, 2021 - Sep 20, 2021;Lanzhou, China;May 5, 2021;5/05/2021;484;2021-05-05
101;1014;FATES 2021;3rd Workshop on Fairness, Accountability, Transparency, Ethics and Society on the Web;Apr 19, 2021 - Apr 23, 2021;Ljubljana, Slovenia;Jan 25, 2021;25/01/2021;485;2021-01-25
101;1014;Engineering Ethics 2021;Special Issue on: Engineering Ethics: Bridging the Theory-Practice Gap;N/A;N/A;Dec 1, 2020;1/12/2020;486;2020-12-01
101;1014;ACERP 2021;The 11th Asian Conference on Ethics, Religion & Philosophy;Mar 28, 2021 - Mar 31, 2021;Tokyo, Japan;Jan 15, 2021;15/01/2021;487;2021-01-15
101;1014;LesserEthics 2021;Lesser Ethics: Retrieving the Good Life in the Franciscan Tradition;Jun 24, 2021 - Jun 25, 2021;Zoom;Mar 1, 2021;1/03/2021;488;2021-03-01
101;1014;Romantic Ethics 2022;Romantic Ethics and the ‘Woke’ Romantics (Edited Volume, Anglistik und Englischunterricht);N/A;N/A;Nov 20, 2020;20/11/2020;489;2020-11-20
101;1014;IJEL 2021;Inamori International Thesis Prize in Military Ethics;N/A;Case Western Reserve University;Feb 15, 2021;15/02/2021;490;2021-02-15
101;1014;IEEESSIT21CW 2021;IEEE SSIT 3rd Conference on Norbert Wiener in the 21st Century;Jul 22, 2021 - Jul 25, 2021;Chennai, India;Mar 1, 2021;1/03/2021;491;2021-03-01
101;1014;IJEL 2021;Ethical Leadership + Justice;Dec 4, 2020 - Mar 15, 2021;Case Western Reserve University;Mar 15, 2021;15/03/2021;492;2021-03-15
101;1014;SEthics 2021;Ethics in Software Engineering Research and Practice;Jun 4, 2021 - Jun 4, 2021;Virtual;Jan 19, 2021;19/01/2021;493;2021-01-19
101;1014;EPTvS 2021;CFP: Ethics and Politics of TV Series;N/A;N/A;Jan 31, 2021;31/01/2021;494;2021-01-31
101;1014;CARE 2021;Care: 1st Global Interdisciplinary Conference;Mar 12, 2021 - Mar 13, 2021;Lisbon, Portugal;Sep 4, 2020;4/09/2020;495;2020-09-04
101;1014;13-ICGS3 2021;VIRTUAL 13th International Conference on Global Security, Safety & Sustainability, ICGS3-21;Jan 14, 2021 - Jan 15, 2021;London;Sep 3, 2020 (Jul 21, 2020);3/09/2020;496;2020-09-03
101;1014;MEAM 2021;CFP: Handbook of Research on Machine Ethics and Morality;N/A;N/A;Nov 2, 2019;2/11/2019;497;2019-11-02
102;1015;NSDI 2022;19th USENIX Symposium on Networked Systems Design and Implementation;Apr 4, 2022 - Apr 6, 2022;RENTON, WA;Mar 10, 2021 (Mar 4, 2021);10/03/2021;498;2021-03-10
102;1015;MobiSPC 2021;The 18th International Conference on Mobile Systems and Pervasive Computing;Aug 9, 2021 - Aug 12, 2021;Leuven, Belgium;Mar 19, 2021;19/03/2021;499;2021-03-19
102;1015;ENVIRONMENTS BY DESIGN 2021;ENVIRONMENTS BY DESIGN: HEALTH, WELLBEING AND PLACE;Dec 1, 2021 - Dec 3, 2021;virtual;Jun 25, 2021;25/06/2021;500;2021-06-25
102;1015;CLNLP 2021;2021 2nd International Conference on Computational Linguistics and Natural Language Processing (CLNLP 2021);Dec 3, 2021 - Dec 5, 2021;Beijing, China;Oct 30, 2021;30/10/2021;501;2021-10-30
102;1015;ICDEPI-SCOPUS 2021;5th International Conference on Design Engineering and Product Innovation (ICDEPI 2021);Aug 25, 2021 - Aug 27, 2021;Amsterdam, Netherlands;Apr 25, 2021;25/04/2021;502;2021-04-25
102;1015;PARMA-DITAM 2021;PARMA-DITAM: 12th Workshop on Parallel Programming and Run-Time Management Techniques for Many-core Architectures & 10th Workshop on Design Tools and Architectures for Multi-Core;Jan 19, 2021 - Jan 19, 2021;Virtual;Nov 13, 2021;13/11/2021;503;2021-11-13
102;1015;DSD 2021;Euromicro Conference on Digital System Design (DSD) 2021;Sep 6, 2021 - Sep 8, 2021;Palermo, Sicily, Italy;Apr 1, 2021;1/04/2021;504;2021-04-01
102;1015;ICCSE 2021;The 16th International Conference on Computer Science and Education;Aug 17, 2021 - Aug 21, 2021;Lancaster;Apr 15, 2021;15/04/2021;505;2021-04-15
102;1015;VALID 2021;The Thirteenth International Conference on Advances in System Testing and Validation Lifecycle;Oct 3, 2021 - Oct 7, 2021;Barcelona, Spain;Jul 5, 2021;5/07/2021;506;2021-07-05
102;1015;Elec-SI-IIDS 2021;Special Issue on Design of Intelligent Intrusion Detection Systems;N/A;N/A;May 31, 2021;31/05/2021;507;2021-05-31
102;1015;SLATE 2021;10th Symposium on Languages, Technologies and Applications;Jul 1, 2021 - Jul 2, 2021;ESMAD, Vila do Conde, Portugal;Apr 1, 2021;1/04/2021;508;2021-04-01
